/popup/1651,1562,점프샵 팝업 | 팝가 POPGA,20250117,20260420
/popup/sheet/6417,26,팝업스토어 찾기 | 팝가,20260416,20260418
/popup/6235,1,팝업스토어 상세 정보 | 팝가 Popga,20260413,20260413
/popup/sheet/1740,1,팝업스토어 찾기 | 팝가,20260511,20260511
/popup/5242,679,보노보노 40주년 기념 전시 - 동대문 팝업 | 팝가 Popga,20260108,20260628
/popup/255,11,모스키토 팝업 - 모스키토 팝업 | 팝가 Popga,20240807,20260604
/popup/497,133,보노보노 조개를 찾아줘 팝업 | 팝가 POPGA,20240906,20260521
/popup/1111,97,코치 홀리데이 팝업 | 팝가 POPGA,20241119,20260620
/popup/768,41,오월의 방울 팝업 | 팝가 POPGA,20241011,20260519
/popup/1711/reviews,12,더나인몰 X 쿠키런: 킹덤 팝업 후기 | 팝가 POPGA,20250127,20250206
/popup/2821,548,시리즈 X 이니셜D 팝업 - 더현대 | 팝가 POPGA,20250522,20260704
/popup/1673,46,빌레로이앤보흐 & 까사부가티 팝업 - 분당 | 팝가 POPGA,20250120,20260623
/popup/1915,50,씨드비 물염색 팝업 | 팝가 POPGA,20250218,20260522
/popup/3268,241,점프샵 팝업 - 부산 | 팝가 POPGA,20250709,20260107
/popup/2687,97,칠성사이다 740 팝업 - 잠실 | 팝가 POPGA,20250507,20260515
/popup/2343,398,어니스트플라워 팝업 | 팝가 POPGA,20250326,20260615
/popup/2061,173,우주먼지 팝업 | 팝가 POPGA,20250304,20260604
/popup/3804,647,뮤드 팝업 - THE SHAPE MUSEUM | 팝가 POPGA,20250828,20260613
/popup/3981,321,ITZY 팝업 - ON AIR | 팝가 POPGA,20250912,20260617
/popup/4076,136,금호장 팝업 | 팝가 POPGA,20250922,20260616
/popup/1432,94,인스타360 팝업 | 팝가 POPGA,20241220,20260616
/popup/2523,412,넥스지 팝업 | 팝가 POPGA,20250416,20260620
/popup/3901,599,해리포터 위자드몰 팝업 - 대구 | 팝가 POPGA,20250905,20260524
/popup/4567,5169,주토피아 2 팝업 - 시크릿 미션 - 여의도 팝업 | 팝가 Popga,20251106,20260704
/popup/2488,212,폴라초이스 X 뷰티쁠 무빙팝업 | 팝가 POPGA,20250410,20260705
/popup/4501,976,퀘이사존 데이 팝업 - 부산 - 퀘이사존 데이 팝업 | 팝가 Popga,20251031,20260619
/popup/2547,48,노말 팝업 | 팝가 POPGA,20250418,20260620
/popup/3458,10,밀키샵 성수점 | 팝가 Popga,20250828,20260627
/popup/2560,171,더잠 팝업 | 팝가 POPGA,20250422,20260614
/popup/4098,37,에핑글러 팝업 | 팝가 Popga,20250924,20260612
/popup/4521,245,따끈따끈 빛고을 오일장 팝업 - 성수 | 팝가 Popga,20251103,20260619
/popup/5233,210,요시고 사진전: 끝나지 않은 여행 전시 - 명동 팝업 | 팝가 Popga,20260109,20260613
/popup/sheet/5689,214,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260224,20260329
/popup/5332,69,패치파이 팝업 - 용산 팝업 | 팝가 Popga,20260117,20260618
/popup/sheet/5744,314,성수 팝업스토어 찾기 | 팝가,20260301,20260406
/popup/sheet/5216,133,홍대/신촌 애니/캐릭터 팝업스토어 찾기 | 팝가,20260225,20260407
/popup/4794,342,"루이까또즈 팝업 - 끌로델, 시간의 상점 - 성수 팝업 | 팝가 Popga",20251126,20260628
/popup/3170,111,메기 팝업 | 팝가 POPGA,20250630,20260105
/popup/sheet/6191,374,성수 팝업스토어 찾기 | 팝가,20260407,20260509
/popup/sheet/6199,31,팝업스토어 찾기 | 팝가,20260407,20260423
/popup/sheet/6187,308,성수 팝업스토어 찾기 | 팝가,20260407,20260620
/popup/4830,132,리베르 팝업 - 화이트 게더링 하우스 - 여의도 팝업 | 팝가 Popga,20251128,20260705
/popup/sheet/6256,536,성수 팝업스토어 찾기 | 팝가,20260409,20260506
/popup/sheet/5849,380,홍대/신촌 애니/캐릭터 팝업스토어 찾기 | 팝가,20260311,20260509
/popup/sheet/5802,121,성수 팝업스토어 찾기 | 팝가,20260306,20260311
/popup/sheet/7134,410,팝업스토어 찾기 | 팝가,20260520,20260612
/popup/sheet/6871,54,팝업스토어 찾기 | 팝가,20260506,20260604
/popup/sheet/6007,79,팝업스토어 찾기 | 팝가,20260325,20260422
/popup/sheet/5896,138,여의도 팝업스토어 찾기 | 팝가,20260316,20260430
/popup/sheet/6236,244,성수 팝업스토어 찾기 | 팝가,20260409,20260424
/popup/5160,112,오베베 베이커리 팝업 - 잠실 팝업 | 팝가 Popga,20251230,20260519
/popup/4423,312,알파 인더스트리 팝업 - 종로 팝업 | 팝가 Popga,20251024,20260516
/popup/4461,43,"플레이뮤지엄 팝업 - Play the Game, Feel the Art | 팝가 Popga",20251029,20251029
/popup/1939,77,유엔난민기구 <사막 여우와 아이> 팝업 | 팝가 POPGA,20250219,20260623
/popup/sheet/5032,341,성수 팝업스토어 찾기 | 팝가,20260223,20260409
/popup/sheet/5762,133,여의도 팝업스토어 찾기 | 팝가,20260303,20260325
/popup/sheet/5976,97,잠실 팝업스토어 찾기 | 팝가,20260323,20260409
/popup/4852,203,악월 X 애니메이트 콜라보 카페 - 홍대 - 홍대 팝업 | 팝가 Popga,20251201,20260615
/popup/4239,79,수택 플리마켓 | 팝가 Popga,20251006,20260618
/popup/sheet/5895,470,성수 팝업스토어 찾기 | 팝가,20260316,20260521
/popup/sheet/5899,178,팝업스토어 찾기 | 팝가,20260316,20260330
/popup/sheet/6000,245,성수 팝업스토어 찾기 | 팝가,20260325,20260408
/popup/975,73,주디마리 홍대 팝업 | 팝가 POPGA,20241103,20260603
/popup/sheet/5850,467,홍대/신촌 애니/캐릭터 팝업스토어 찾기 | 팝가,20260311,20260402
/popup/3683,101,솔트앤멜로우 팝업 | 팝가 POPGA,20250819,20260615
/popup/sheet/5624,21,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260223,20260307
/popup/sheet/5682,63,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260223,20260304
/popup/sheet/5674,272,성수 팝업스토어 찾기 | 팝가,20260223,20260508
/popup/sheet/7272,583,성수 팝업스토어 찾기 | 팝가,20260528,20260617
/popup/3417,42,미스터두낫띵 팝업 | 팝가 POPGA,20250729,20260617
/popup/3514,70,위자드몰 팝업 | 팝가 POPGA,20250804,20260520
/popup/sheet/6304,214,성수 팝업스토어 찾기 | 팝가,20260413,20260423
/popup/sheet/6360,34,팝업스토어 찾기 | 팝가,20260415,20260422
/popup/sheet/6246,48,잠실 팝업스토어 찾기 | 팝가,20260409,20260418
/popup/sheet/5728,60,팝업스토어 찾기 | 팝가,20260227,20260307
/popup/sheet/6254,406,성수 팝업스토어 찾기 | 팝가,20260409,20260503
/popup/sheet/6491,48,팝업스토어 찾기 | 팝가,20260421,20260429
/popup/sheet/6352,270,성수 팝업스토어 찾기 | 팝가,20260415,20260429
/popup/sheet/6003,49,팝업스토어 찾기 | 팝가,20260325,20260401
/popup/sheet/6162,33,팝업스토어 찾기 | 팝가,20260405,20260414
/popup/sheet/5954,73,팝업스토어 찾기 | 팝가,20260320,20260405
/popup/sheet/5870,116,애니/캐릭터 팝업스토어 찾기 | 팝가,20260313,20260416
/popup/sheet/5824,36,팝업스토어 찾기 | 팝가,20260309,20260402
/popup/sheet/5959,69,팝업스토어 찾기 | 팝가,20260320,20260401
/popup/1628,72,공산품미학 전시 | 팝가 POPGA,20250117,20260521
/popup/sheet/7046,207,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260514,20260603
/popup/1377,63,타임스퀘어 X 테디스베이글 팝업 - 테디스베이글 팝업 | 팝가 Popga,20241216,20260617
/popup/sheet/6306,40,팝업스토어 찾기 | 팝가,20260413,20260415
/popup/sheet/6282,336,성수 팝업스토어 찾기 | 팝가,20260410,20260510
/popup/sheet/5714,274,홍대/신촌 애니/캐릭터 팝업스토어 찾기 | 팝가,20260226,20260329
/popup/sheet/6322,2344,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260414,20260620
/popup/sheet/7002,86,팝업스토어 찾기 | 팝가,20260512,20260604
/popup/7204,23,이수챌린지페스타 - 영등포 팝업 | 팝가 Popga,20260524,20260612
/popup/sheet/6556,113,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260423,20260509
/popup/7191,35,아이엠아이 팝업 - 강남 팝업 | 팝가 Popga,20260524,20260618
/popup/sheet/6474,27,팝업스토어 찾기 | 팝가,20260420,20260421
/popup/sheet/6708,312,성수 팝업스토어 찾기 | 팝가,20260428,20260521
/popup/665,1,팝업스토어 상세 정보 | 팝가 Popga,20260429,20260429
/popup/sheet/6286,32,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260410,20260504
/popup/sheet/5484,30,팝업스토어 찾기 | 팝가,20260223,20260302
/popup/5274,116,GS25 X 플레이브 팝업 - 건대 - 건대 팝업 | 팝가 Popga,20260112,20260526
/popup/sheet/7019,173,성수 팝업스토어 찾기 | 팝가,20260513,20260613
/popup/sheet/7079,11,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260518,20260521
/popup/5063,104,23.65 팝업 - 여의도 팝업 | 팝가 Popga,20251219,20260627
/popup/sheet/6626,7,팝업스토어 찾기 | 팝가,20260426,20260430
/popup/5049,96,오프아워 팝업 - 용산 팝업 | 팝가 Popga,20251218,20260618
/popup/sheet/5901,145,성수 팝업스토어 찾기 | 팝가,20260316,20260417
/popup/1127,52,벨리곰 X 위글위글 팝업 | 팝가 POPGA,20241120,20260705
/popup/sheet/5828,327,성수 팝업스토어 찾기 | 팝가,20260310,20260502
/popup/5887,44,메이커스 초콜릿 팝업 - 용산 팝업 | 팝가 Popga,20260315,20260704
/popup/sheet/3513,1,찜한 팝업스토어 모아보기 | 팝가 Popga,20260524,20260524
/popup/sheet/5797,148,팝업스토어 찾기 | 팝가,20260306,20260403
/popup/843,42,쓰리제로 팝업 | 팝가 POPGA,20241022,20260705
/popup/sheet/6741,23,팝업스토어 찾기 | 팝가,20260430,20260603
/popup/sheet/7168,108,성수 팝업스토어 찾기 | 팝가,20260521,20260522
/popup/sheet/37,1,팝업스토어 찾기 | 팝가,20260311,20260311
/popup/7609,128,러베 X 짱구는 못말려 팝업 - 남양주 팝업 | 팝가 Popga,20260618,20260628
/popup/7393,114,유니스 팝업 - 신촌 팝업 | 팝가 Popga,20260605,20260618
/popup/7452,42,싸카풋볼스토어 팝업 - 대한민국 축구 국가대표팀 팝업 - 고양 팝업 | 팝가 Popga,20260609,20260627
/popup/2371,149,타르트 성수 팝업 | 팝가 POPGA,20250328,20260613
/popup/28908,1,팝업스토어 정보가 필요할 땐 팝가(POPGA),20250613,20250613
/popga-pass/3503,8,야심잔기지떡 성수점 | 팝가패스,20250918,20250928
/popga-pass/2132,5,라무라 성수 | 팝가패스,20250918,20250927
/popup/4601,119,프롬퓨처 팝업 - 여의도 팝업 | 팝가 Popga,20251109,20260627
/popup/4312,91,유토피베이커피 팝업 | 팝가 Popga,20251015,20260628
/popup/sheet/5650,132,애니/캐릭터 팝업스토어 찾기 | 팝가,20260223,20260317
/popup/967,32,삭스어필 X 모구타카하시 서교 팝업 | 팝가 POPGA,20241031,20260603
/popup/sheet/6272,49,잠실 팝업스토어 찾기 | 팝가,20260410,20260422
/popup/4801,131,악녀는 두번 산다 X 투니크 콜라보 카페 - 홍대 팝업 | 팝가 Popga,20251127,20260522
/popup/sheet/6245,67,잠실 팝업스토어 찾기 | 팝가,20260409,20260508
/popup/sheet/6526,58,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260422,20260426
/popup/sheet/6575,45,팝업스토어 찾기 | 팝가,20260424,20260516
/popup/6563,47,지지오티티 팝업 - 여의도 팝업 | 팝가 Popga,20260424,20260622
/popup/sheet/5696,23,팝업스토어 찾기 | 팝가,20260224,20260310
/popup/sheet/6111,111,팝업스토어 찾기 | 팝가,20260401,20260423
/popup/2927,186,어반 소피스티케이션 팝업 | 팝가 POPGA,20250605,20260704
/popup/2717,28,르버브 X 비클린 팝업 - 부천 | 팝가 POPGA,20250509,20260519
/popup/sheet/5997,29,팝업스토어 찾기 | 팝가,20260324,20260326
/popup/sheet/5429,26,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260223,20260415
/popup/sheet/6494,28,팝업스토어 찾기 | 팝가,20260421,20260423
/popup/sheet/5512,1,경상권 팝업스토어 찾기 | 팝가,20260225,20260225
/popup/sheet/5587,33,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260223,20260302
/popup/5366,111,강릉 사임당인절미 팝업 - 용산 팝업 | 팝가 Popga,20260121,20260521
/popup/5496,69,노빅딜 팝업 - 여의도 팝업 | 팝가 Popga,20260202,20260623
/popup/sheet/6202,26,팝업스토어 찾기 | 팝가,20260407,20260416
/popup/6674,14,화가당 팝업 - 고양 팝업 | 팝가 Popga,20260428,20260615
/popup/sheet/6762,25,팝업스토어 찾기 | 팝가,20260430,20260511
/popup/sheet/6686,55,잠실 팝업스토어 찾기 | 팝가,20260427,20260507
/popup/sheet/6265,26,여의도 팝업스토어 찾기 | 팝가,20260410,20260415
/popup/sheet/5678,162,F&B 팝업스토어 찾기 | 팝가,20260223,20260508
/popup/sheet/6660,26,팝업스토어 찾기 | 팝가,20260427,20260511
/popup/5579,38,굿지움 팝업 - 구의 팝업 | 팝가 Popga,20260210,20260705
/popup/7279,129,와이즈걸 빈티지 팝업 - 홍대 팝업 | 팝가 Popga,20260528,20260615
/popup/sheet/6701,41,팝업스토어 찾기 | 팝가,20260428,20260509
/popup/sheet/6745,32,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260429,20260522
/popup/sheet/7236,55,팝업스토어 찾기 | 팝가,20260526,20260529
/popup/sheet/5754,130,F&B 팝업스토어 찾기 | 팝가,20260303,20260518
/popup/sheet/5855,12,성수 팝업스토어 찾기 | 팝가,20260311,20260311
/popup/sheet/6841,19,팝업스토어 찾기 | 팝가,20260429,20260506
/popup/1350,24,인디고션 블루 팝업 | 팝가 POPGA,20241212,20260520
/popup/1474,58,유코히구치 특별展: 비밀의 숲 전시 | 팝가 POPGA,20241229,20260523
/popup/4054,62,어니스트그릭 팝업 | 팝가 POPGA,20250919,20260619
/popga-pass/3461,4,뉴앳던 성수 | 팝가패스,20250918,20250924
/popup/2607/reviews/write,1,폴 스미스 X 로우로우 팝업 후기 | 팝가 POPGA,20250506,20250506
/reservation/popup/2689/complete/338,1,탐스싱싱마켓 팝업 사전예약 | 팝가 POPGA,20250525,20250525
/popup/sheet/6231,21,팝업스토어 찾기 | 팝가,20260408,20260416
/popup/1748,47,써니사이드업 팝업 | 팝가 POPGA,20250203,20260604
/popup/sheet/5743,31,애니/캐릭터 팝업스토어 찾기 | 팝가,20260301,20260305
/popup/sheet/5700,39,강남/서초 팝업스토어 찾기 | 팝가,20260225,20260305
/popup/5207,52,포레포레 팝업 - 부산 - 부산 팝업 | 팝가 Popga,20260106,20260628
/popup/1640,55,탉강정 X 미식유튜버 타임어택 이벤트 - 흑백요리사 팝업 | 팝가 Popga,20250116,20260615
/popup/sheet/5679,21,팝업스토어 찾기 | 팝가,20260223,20260228
/popup/sheet/6505,5,팝업스토어 찾기 | 팝가,20260421,20260424
/popup/6524,9,잼아띠 팝업 - 부산 팝업 | 팝가 Popga,20260422,20260704
/popup/92,30,"소소히히 이번 여름에, 나랑 다꾸할래? (부산) 팝업 - 소소히히 팝업 | 팝가 Popga",20241215,20260623
/popup/sheet/6299,54,팝업스토어 찾기 | 팝가,20260413,20260419
/popup/sheet/6669,21,팝업스토어 찾기 | 팝가,20260428,20260506
/popup/sheet/5234,19,팝업스토어 찾기 | 팝가,20260223,20260315
/popup/sheet/6744,33,팝업스토어 찾기 | 팝가,20260429,20260519
/popup/sheet/1352,1,팝업스토어 찾기 | 팝가,20260606,20260606
/popup/sheet/6348,24,팝업스토어 찾기 | 팝가,20260415,20260430
/popup/10000,1,팝업스토어 상세 정보 | 팝가 Popga,20260516,20260516
/popup/572,37,허니멜 팝업 | 팝가 POPGA,20240913,20260523
/popup/266,10,팝업찾기 | POPUPNOW 팝업나우,20240814,20260105
/popup/1614,179,쿠오카 팝업 - 여의도 | 팝가 POPGA,20250115,20260604
/popup/2131,3,맥파이앤타이거 성수티룸 | 팝가 POPGA,20250727,20250926
/popup/3000,8,쓰윗 thweet | 팝가 POPGA,20250615,20260119
/popup/sheet/7335,27,팝업스토어 찾기 | 팝가,20260602,20260604
/popup/sheet/2447,1,팝업스토어 검색 | 팝가 Popga,20260411,20260411
/popup/5247,3,바디프랜드 팝업 - 건강 수명 충전소 - 강남 팝업 | 팝가 Popga,20260108,20260127
/popup/sheet/5848,96,팝업스토어 찾기 | 팝가,20260311,20260331
/popup/842,22,르니나 팝업 - 르니나 팝업 | 팝가 Popga,20241023,20260522
/popup/sheet/5606,24,팝업스토어 찾기 | 팝가,20260223,20260311
/popup/5052,116,노더럽 wonderland 팝업 - 천안 - 천안 팝업 | 팝가 Popga,20251218,20260519
/popup/sheet/6443,9,팝업스토어 찾기 | 팝가,20260419,20260427
/popup/7064,66,토르홉 팝업 - 목동 팝업 | 팝가 Popga,20260515,20260619
/popup/sheet/6636,5,경상권 팝업스토어 찾기 | 팝가,20260426,20260429
/popup/sheet/6227,67,팝업스토어 찾기 | 팝가,20260409,20260427
/popup/2039/reviews,1,별들에게 물어봐 팝업 후기 | 팝가 POPGA,20250305,20250305
/popup/2973,34,능동미나리 | 팝가 POPGA,20250615,20251226
/popup/2088/reviews,8,삼성생명 라이프놀로지랩 팝업 후기 | 팝가 POPGA,20250307,20250312
/popup/3013,13,데이지크 | 팝가 POPGA,20250615,20260103
/popup/3650,61,원모어백 팝업 - 기념상점 | 팝가 POPGA,20250814,20260219
/reservation/popup/2689/complete/314,1,탐스싱싱마켓 팝업 사전예약 | 팝가 POPGA,20250523,20250523
/popup/sheet/5568,27,용산 팝업스토어 찾기 | 팝가,20260223,20260305
/popup/sheet/6157,13,팝업스토어 찾기 | 팝가,20260405,20260412
/popup/sheet/5965,47,팝업스토어 찾기 | 팝가,20260322,20260326
/popup/sheet/7161,22,"인기 팝업스토어 일정, 후기를 한눈에! | 팝가 Popga",20260521,20260525
/popup/sheet/6262,41,잠실 팝업스토어 찾기 | 팝가,20260410,20260419
/popup/6829,11,스케쳐스 팝업 - 구리 팝업 | 팝가 Popga,20260430,20260521
/popup/283,16,노이어 10주년 팝업 - 노이어 팝업 | 팝가 Popga,20240830,20260604
/popup/3503,10,야심잔기지떡 성수점 | 팝가 Popga,20250916,20260119
/popup/sheet/2555,1,팝업스토어 찾기 | 팝가,20260606,20260606
/popup/6172,50,무이 스튜디오 팝업 - 여의도 팝업 | 팝가 Popga,20260406,20260614
/popup/2994,2,에트레베이크하우스 성수 | 팝가 POPGA,20250615,20250616
/popup/4428,333,용한소녀 팝업 | 팝가 Popga,20251024,20260705
/popup/sheet/6067,55,팝업스토어 찾기 | 팝가,20260329,20260405
/popup/sheet/6020,24,팝업스토어 찾기 | 팝가,20260327,20260329
/popup/sheet/5094,6,팝업스토어 찾기 | 팝가,20260225,20260228
/popup/sheet/6679,18,경상권 팝업스토어 찾기 | 팝가,20260427,20260505
/popga-pass/2324,1,"팝가패스 | 팝업스토어 근처 맛집, 카페 추천 서비스 | 팝가 POPGA",20250916,20250916
/popup/1977,36,꼬떼따블 팝업 - 분당 | 팝가 POPGA,20250221,20260525
/popup/3540,86,배쓰프로젝트 팝업 | 팝가 POPGA,20250805,20260612
/popup/sheet/6198,27,팝업스토어 찾기 | 팝가,20260407,20260420
/popup/3479,1,팝업스토어 상세 정보 | 팝가 Popga,20260222,20260222
/popup/sheet/6453,35,팝업스토어 찾기 | 팝가,20260420,20260421
/popup/sheet/6558,29,팝업스토어 찾기 | 팝가,20260423,20260505
